TRAIN_C_0150_right_0014-0.npz,Training
TEST_C_0111_right_0007-0.npz,Validation
TRAIN_A_0156_left_0013-0.npz,Training
TRAIN_A_0494_right_0009-0.npz,Training
TRAIN_B_0035_right_0010-0.npz,Training
TRAIN_A_0601_right_0014-0.npz,Training
TRAIN_C_0486_left_0012-0.npz,Training
TRAIN_B_0411_right_0011-0.npz,Training
TRAIN_B_0075_left_0006-0.npz,Training
TRAIN_C_0184_left_0010-0.npz,Training
TRAIN_B_0211_left_0012-0.npz,Training
TRAIN_C_0376_left_0012-0.npz,Training
TRAIN_C_0596_right_0009-0.npz,Training
TRAIN_A_0173_right_0010-0.npz,Training
TRAIN_B_0160_right_0010-0.npz,Training
TEST_B_0029_left_0014-0.npz,Validation
TRAIN_C_0325_right_0010-0.npz,Training
TRAIN_C_0719_left_0013-0.npz,Training
TRAIN_C_0177_left_0011-0.npz,Training
TRAIN_B_0040_right_0010-0.npz,Training
TRAIN_C_0387_right_0008-0.npz,Training
TRAIN_B_0347_left_0009-0.npz,Training
TRAIN_A_0000_left_0010-0.npz,Training
TRAIN_C_0265_right_0013-0.npz,Training
TRAIN_C_0470_left_0012-0.npz,Training
TRAIN_A_0113_left_0012-0.npz,Training
TRAIN_B_0325_right_0006-0.npz,Training
TRAIN_A_0256_left_0014-0.npz,Training
TRAIN_C_0425_left_0009-0.npz,Training
TRAIN_C_0639_right_0014-0.npz,Training
TRAIN_A_0671_left_0014-0.npz,Training
TEST_A_0138_left_0011-0.npz,Validation
TRAIN_A_0548_left_0013-0.npz,Training
TRAIN_B_0657_right_0011-0.npz,Training
TRAIN_A_0362_left_0014-0.npz,Training
TRAIN_A_0603_right_0013-0.npz,Training
TRAIN_A_0221_left_0007-0.npz,Training
TRAIN_B_0067_left_0011-0.npz,Training
TRAIN_B_0152_left_0006-0.npz,Training
TRAIN_B_0594_right_0011-0.npz,Training
TEST_B_0123_right_0010-0.npz,Validation
TRAIN_B_0179_right_0009-0.npz,Training
TRAIN_B_0503_left_0008-0.npz,Training
TRAIN_B_0383_right_0008-0.npz,Training
TRAIN_B_0092_left_0006-0.npz,Training
TRAIN_C_0347_right_0006-0.npz,Training
TRAIN_A_0234_left_0010-0.npz,Training
TRAIN_A_0721_right_0014-0.npz,Training
TRAIN_C_0237_right_0012-0.npz,Training
TRAIN_C_0620_left_0010-0.npz,Training
TRAIN_C_0260_right_0007-0.npz,Training
TRAIN_B_0474_right_0008-0.npz,Training
TRAIN_B_0601_right_0007-0.npz,Training
TRAIN_A_0474_left_0006-0.npz,Training
TRAIN_A_0120_left_0012-0.npz,Training
TRAIN_B_0557_right_0012-0.npz,Training
TRAIN_B_0628_left_0012-0.npz,Training
TRAIN_B_0713_right_0010-0.npz,Training
TRAIN_C_0174_left_0009-0.npz,Training
TRAIN_A_0162_left_0007-0.npz,Training
TRAIN_B_0248_right_0012-0.npz,Training
TRAIN_B_0463_right_0008-0.npz,Training
TRAIN_B_0012_right_0010-0.npz,Training
TRAIN_B_0192_left_0006-0.npz,Training
TRAIN_B_0309_left_0008-0.npz,Training
TRAIN_A_0305_right_0009-0.npz,Training
TRAIN_A_0006_left_0006-0.npz,Training
TRAIN_C_0199_left_0010-0.npz,Training
TRAIN_B_0305_right_0011-0.npz,Training
TRAIN_C_0163_left_0014-0.npz,Training
TRAIN_B_0200_right_0014-0.npz,Training
TRAIN_A_0484_right_0007-0.npz,Training
TRAIN_B_0730_left_0007-0.npz,Training
TRAIN_B_0040_right_0006-0.npz,Training
TEST_C_0097_right_0014-0.npz,Validation
TEST_C_0115_right_0010-0.npz,Validation
TRAIN_B_0038_left_0011-0.npz,Training
TRAIN_A_0311_right_0014-0.npz,Training
TRAIN_B_0212_right_0007-0.npz,Training
TRAIN_A_0128_left_0014-0.npz,Training
TRAIN_C_0283_right_0011-0.npz,Training
TRAIN_A_0477_right_0011-0.npz,Training
TRAIN_A_0295_left_0011-0.npz,Training
TRAIN_C_0652_left_0006-0.npz,Training
TRAIN_C_0106_left_0012-0.npz,Training
TRAIN_B_0645_right_0006-0.npz,Training
TRAIN_C_0225_right_0010-0.npz,Training
TRAIN_B_0214_left_0014-0.npz,Training
TEST_A_0149_left_0014-0.npz,Validation
TRAIN_C_0495_right_0007-0.npz,Training
TRAIN_B_0552_left_0008-0.npz,Training
TRAIN_C_0487_left_0014-0.npz,Training
TRAIN_C_0434_left_0008-0.npz,Training
TRAIN_B_0244_right_0009-0.npz,Training
TEST_C_0044_left_0012-0.npz,Validation
TRAIN_C_0155_right_0008-0.npz,Training
TRAIN_A_0476_right_0006-0.npz,Training
TRAIN_C_0116_right_0006-0.npz,Training
TRAIN_B_0330_right_0010-0.npz,Training
TRAIN_C_0171_left_0006-0.npz,Training
TRAIN_B_0413_left_0009-0.npz,Training
TRAIN_A_0436_left_0013-0.npz,Training
TRAIN_C_0074_right_0013-0.npz,Training
TEST_B_0003_right_0007-0.npz,Validation
TRAIN_A_0089_right_0008-0.npz,Training
TRAIN_A_0287_left_0009-0.npz,Training
TRAIN_C_0644_left_0012-0.npz,Training
TRAIN_C_0534_right_0010-0.npz,Training
TEST_C_0076_left_0010-0.npz,Validation
TRAIN_B_0576_right_0006-0.npz,Training
TRAIN_A_0208_right_0014-0.npz,Training
TRAIN_B_0090_right_0013-0.npz,Training
TRAIN_C_0176_left_0013-0.npz,Training
TRAIN_C_0108_right_0007-0.npz,Training
TRAIN_A_0223_left_0012-0.npz,Training
TRAIN_A_0543_left_0007-0.npz,Training
TRAIN_B_0535_right_0013-0.npz,Training
TRAIN_C_0353_right_0008-0.npz,Training
TRAIN_C_0604_left_0009-0.npz,Training
TRAIN_A_0700_left_0011-0.npz,Training
TRAIN_B_0253_left_0012-0.npz,Training
TRAIN_C_0298_right_0009-0.npz,Training
TRAIN_C_0025_right_0013-0.npz,Training
TRAIN_A_0481_right_0011-0.npz,Training
TRAIN_C_0689_left_0007-0.npz,Training
TRAIN_C_0104_left_0009-0.npz,Training
TRAIN_A_0118_right_0010-0.npz,Training
TRAIN_A_0456_right_0014-0.npz,Training
TRAIN_B_0582_left_0010-0.npz,Training
TRAIN_B_0546_right_0013-0.npz,Training
TRAIN_B_0334_left_0007-0.npz,Training
TRAIN_A_0559_left_0012-0.npz,Training
TRAIN_B_0336_right_0007-0.npz,Training
TEST_A_0088_right_0013-0.npz,Validation
TRAIN_C_0324_left_0011-0.npz,Training
TRAIN_C_0061_left_0012-0.npz,Training
TRAIN_C_0603_left_0011-0.npz,Training
TRAIN_B_0477_right_0006-0.npz,Training
TRAIN_C_0047_right_0006-0.npz,Training
TRAIN_C_0460_left_0009-0.npz,Training
TRAIN_A_0336_left_0011-0.npz,Training
TRAIN_B_0445_right_0008-0.npz,Training
TRAIN_C_0491_left_0008-0.npz,Training
TEST_B_0145_right_0014-0.npz,Validation
TRAIN_C_0338_left_0014-0.npz,Training
TRAIN_C_0384_right_0013-0.npz,Training
TRAIN_B_0309_left_0013-0.npz,Training
TEST_A_0041_left_0009-0.npz,Validation
TRAIN_B_0544_left_0011-0.npz,Training
TRAIN_A_0634_left_0006-0.npz,Training
TRAIN_C_0486_right_0007-0.npz,Training
TRAIN_C_0116_left_0006-0.npz,Training
TRAIN_A_0212_right_0014-0.npz,Training
TRAIN_A_0096_right_0012-0.npz,Training
TRAIN_B_0459_left_0010-0.npz,Training
TRAIN_A_0606_right_0013-0.npz,Training
TRAIN_C_0135_left_0011-0.npz,Training
TRAIN_A_0595_right_0012-0.npz,Training
TRAIN_A_0634_right_0011-0.npz,Training
TRAIN_A_0088_left_0012-0.npz,Training
TEST_B_0075_right_0007-0.npz,Validation
